study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA328180	SAMN05371927	SRS1600028	SRX1998638	SRR3997879	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997879/SRR3997879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997879/SRR3997879_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997879/SRR3997879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997879/SRR3997879_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997879	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997879		
PRJNA328180	SAMN05371928	SRS1600029	SRX1998639	SRR3997880	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997880/SRR3997880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997880/SRR3997880_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997880/SRR3997880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3997880/SRR3997880_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997880	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3997880		
PRJNA328180	SAMN05371929	SRS1600030	SRX1998640	SRR3997882	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997882/SRR3997882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997882/SRR3997882_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997882/SRR3997882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997882/SRR3997882_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997882	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997882		
PRJNA328180	SAMN05371930	SRS1600032	SRX1998642	SRR3997883	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997883/SRR3997883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997883/SRR3997883_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997883/SRR3997883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997883/SRR3997883_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997883	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997883		
PRJNA328180	SAMN05371931	SRS1600033	SRX1998643	SRR3997884	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997884/SRR3997884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997884/SRR3997884_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997884/SRR3997884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997884/SRR3997884_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997884	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997884		
PRJNA328180	SAMN05371932	SRS1600034	SRX1998644	SRR3997886	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997886/SRR3997886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997886/SRR3997886_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997886/SRR3997886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997886/SRR3997886_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997886	ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997886		
PRJNA347579	SAMN05893080	SRS1736394	SRX2235515	SRR4409153	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4409153/SRR4409153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4409153/SRR4409153_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4409153/SRR4409153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4409153/SRR4409153_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/003/SRR4409153	ftp.sra.ebi.ac.uk/vol1/srr/SRR440/003/SRR4409153		
PRJNA347579	SAMN05893081	SRS1736395	SRX2235516	SRR4409154	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/004/SRR4409154/SRR4409154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/004/SRR4409154/SRR4409154_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/004/SRR4409154/SRR4409154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/004/SRR4409154/SRR4409154_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/004/SRR4409154	ftp.sra.ebi.ac.uk/vol1/srr/SRR440/004/SRR4409154		
PRJNA347579	SAMN05893082	SRS1736396	SRX2235517	SRR4409155	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4409155/SRR4409155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4409155/SRR4409155_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4409155/SRR4409155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4409155/SRR4409155_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/005/SRR4409155	ftp.sra.ebi.ac.uk/vol1/srr/SRR440/005/SRR4409155		
PRJNA347579	SAMN05893083	SRS1736397	SRX2235518	SRR4409156	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/006/SRR4409156/SRR4409156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/006/SRR4409156/SRR4409156_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/006/SRR4409156/SRR4409156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/006/SRR4409156/SRR4409156_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/006/SRR4409156	ftp.sra.ebi.ac.uk/vol1/srr/SRR440/006/SRR4409156		
PRJNA347579	SAMN05893084	SRS1736398	SRX2235519	SRR4409157	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/007/SRR4409157/SRR4409157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/007/SRR4409157/SRR4409157_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/007/SRR4409157/SRR4409157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/007/SRR4409157/SRR4409157_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/007/SRR4409157	ftp.sra.ebi.ac.uk/vol1/srr/SRR440/007/SRR4409157		
PRJNA347579	SAMN05893085	SRS1736399	SRX2235520	SRR4409158	3880	Medicago truncatula	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4409158/SRR4409158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4409158/SRR4409158_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4409158/SRR4409158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4409158/SRR4409158_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR440/008/SRR4409158	ftp.sra.ebi.ac.uk/vol1/srr/SRR440/008/SRR4409158		
PRJNA167982	SAMN01036964	SRS344226	SRX151632	SRR504352	3880	Medicago truncatula	Illumina HiSeq 1000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504352/SRR504352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504352/SRR504352_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504352/SRR504352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504352/SRR504352_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504352	ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504352		
PRJNA167982	SAMN01036965	SRS344227	SRX151633	SRR504353	3880	Medicago truncatula	Illumina HiSeq 1000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504353/SRR504353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504353/SRR504353_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504353/SRR504353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504353/SRR504353_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504353	ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504353		
PRJNA167982	SAMN01036966	SRS344228	SRX151634	SRR504354	3880	Medicago truncatula	Illumina HiSeq 1000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504354/SRR504354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504354/SRR504354_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504354/SRR504354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504354/SRR504354_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504354	ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504354		
PRJNA167982	SAMN01036967	SRS344229	SRX151635	SRR504355	3880	Medicago truncatula	Illumina HiSeq 1000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504355/SRR504355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504355/SRR504355_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504355/SRR504355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504355/SRR504355_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504355	ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504355		
PRJNA167982	SAMN01036968	SRS344230	SRX151636	SRR504356	3880	Medicago truncatula	Illumina HiSeq 1000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504356/SRR504356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504356/SRR504356_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504356/SRR504356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504356/SRR504356_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504356	ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504356		
PRJNA167982	SAMN01036969	SRS344231	SRX151637	SRR504357	3880	Medicago truncatula	Illumina HiSeq 1000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504357/SRR504357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504357/SRR504357_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504357/SRR504357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR504/SRR504357/SRR504357_2.fastq.gz;			ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504357	ftp.sra.ebi.ac.uk/vol1/srr/SRR504/SRR504357		
PRJNA363004	SAMN06251691	SRS1937224	SRX2513706	SRR5198231	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/001/SRR5198231/SRR5198231.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/001/SRR5198231/SRR5198231.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198231	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198231		
PRJNA363004	SAMN06251691	SRS1937224	SRX2513707	SRR5198232	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/002/SRR5198232/SRR5198232.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/002/SRR5198232/SRR5198232.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198232	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198232		
PRJNA363004	SAMN06251691	SRS1937224	SRX2513708	SRR5198233	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/003/SRR5198233/SRR5198233.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/003/SRR5198233/SRR5198233.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198233	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198233		
PRJNA363004	SAMN06251690	SRS1937225	SRX2513709	SRR5198234	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/004/SRR5198234/SRR5198234.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/004/SRR5198234/SRR5198234.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198234	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198234		
PRJNA363004	SAMN06251690	SRS1937225	SRX2513710	SRR5198235	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/005/SRR5198235/SRR5198235.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/005/SRR5198235/SRR5198235.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198235	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198235		
PRJNA363004	SAMN06251690	SRS1937225	SRX2513711	SRR5198236	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/006/SRR5198236/SRR5198236.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/006/SRR5198236/SRR5198236.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198236	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198236		
PRJNA363004	SAMN06251689	SRS1937226	SRX2513712	SRR5198237	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5198237/SRR5198237.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5198237/SRR5198237.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198237	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198237		
PRJNA363004	SAMN06251689	SRS1937226	SRX2513713	SRR5198238	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/008/SRR5198238/SRR5198238.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/008/SRR5198238/SRR5198238.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198238	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198238		
PRJNA363004	SAMN06251689	SRS1937226	SRX2513714	SRR5198239	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/009/SRR5198239/SRR5198239.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/009/SRR5198239/SRR5198239.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198239	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198239		
PRJNA363004	SAMN06251688	SRS1937227	SRX2513715	SRR5198240	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/000/SRR5198240/SRR5198240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/000/SRR5198240/SRR5198240.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198240	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198240		
PRJNA363004	SAMN06251688	SRS1937227	SRX2513716	SRR5198241	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/001/SRR5198241/SRR5198241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/001/SRR5198241/SRR5198241.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198241	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198241		
PRJNA363004	SAMN06251688	SRS1937227	SRX2513717	SRR5198242	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/002/SRR5198242/SRR5198242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/002/SRR5198242/SRR5198242.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198242	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198242		
PRJNA363004	SAMN06251687	SRS1937228	SRX2513718	SRR5198243	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/003/SRR5198243/SRR5198243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/003/SRR5198243/SRR5198243.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198243	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198243		
PRJNA363004	SAMN06251687	SRS1937228	SRX2513719	SRR5198244	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/004/SRR5198244/SRR5198244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/004/SRR5198244/SRR5198244.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198244	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198244		
PRJNA363004	SAMN06251687	SRS1937228	SRX2513720	SRR5198245	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/005/SRR5198245/SRR5198245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/005/SRR5198245/SRR5198245.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198245	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198245		
PRJNA363004	SAMN06251686	SRS1937229	SRX2513721	SRR5198246	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/006/SRR5198246/SRR5198246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/006/SRR5198246/SRR5198246.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198246	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198246		
PRJNA363004	SAMN06251686	SRS1937229	SRX2513722	SRR5198247	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5198247/SRR5198247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5198247/SRR5198247.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198247	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198247		
PRJNA363004	SAMN06251686	SRS1937229	SRX2513723	SRR5198248	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/008/SRR5198248/SRR5198248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/008/SRR5198248/SRR5198248.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198248	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198248		
PRJNA363004	SAMN06251685	SRS1937230	SRX2513724	SRR5198249	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/009/SRR5198249/SRR5198249.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/009/SRR5198249/SRR5198249.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198249	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198249		
PRJNA363004	SAMN06251685	SRS1937230	SRX2513725	SRR5198250	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/000/SRR5198250/SRR5198250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/000/SRR5198250/SRR5198250.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198250	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198250		
PRJNA363004	SAMN06251685	SRS1937230	SRX2513726	SRR5198251	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/001/SRR5198251/SRR5198251.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/001/SRR5198251/SRR5198251.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198251	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/001/SRR5198251		
PRJNA363004	SAMN06251684	SRS1937231	SRX2513727	SRR5198252	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/002/SRR5198252/SRR5198252.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/002/SRR5198252/SRR5198252.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198252	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/002/SRR5198252		
PRJNA363004	SAMN06251684	SRS1937231	SRX2513728	SRR5198253	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/003/SRR5198253/SRR5198253.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/003/SRR5198253/SRR5198253.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198253	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/003/SRR5198253		
PRJNA363004	SAMN06251684	SRS1937231	SRX2513729	SRR5198254	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/004/SRR5198254/SRR5198254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/004/SRR5198254/SRR5198254.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198254	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/004/SRR5198254		
PRJNA363004	SAMN06251683	SRS1937232	SRX2513730	SRR5198255	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/005/SRR5198255/SRR5198255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/005/SRR5198255/SRR5198255.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198255	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/005/SRR5198255		
PRJNA363004	SAMN06251683	SRS1937232	SRX2513731	SRR5198256	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/006/SRR5198256/SRR5198256.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/006/SRR5198256/SRR5198256.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198256	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/006/SRR5198256		
PRJNA363004	SAMN06251683	SRS1937232	SRX2513732	SRR5198257	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5198257/SRR5198257.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/007/SRR5198257/SRR5198257.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198257	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/007/SRR5198257		
PRJNA363004	SAMN06251682	SRS1937233	SRX2513733	SRR5198258	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/008/SRR5198258/SRR5198258.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/008/SRR5198258/SRR5198258.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198258	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/008/SRR5198258		
PRJNA363004	SAMN06251682	SRS1937233	SRX2513734	SRR5198259	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/009/SRR5198259/SRR5198259.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/009/SRR5198259/SRR5198259.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198259	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/009/SRR5198259		
PRJNA363004	SAMN06251682	SRS1937233	SRX2513735	SRR5198260	3880	Medicago truncatula	NextSeq 500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/000/SRR5198260/SRR5198260.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR519/000/SRR5198260/SRR5198260.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198260	ftp.sra.ebi.ac.uk/vol1/srr/SRR519/000/SRR5198260		
